,Project_ID,Organization,Project_start_date,Project_end_date,Organization_size,IT_dpt_size,Customer_type,Estimated_Duration,Actual_Duration,Project_Profit_Loss_percent,Project_type,Development_type,Estimated_effort,Management_clarity,Training_effort,User_resistance,Software_licence_cost,hardware_cost,Development_cost,maintainance_cost,Additional_cost,Estimated_total_cost,Requirement_stability,Manager_experience,Development_team_experience,Maintanainance_support_team_experience,Machine_learning_team_experience,Data_Analysis_team experience,Team_size,Daily_work_hours,Level_of_outsourcing,Software_availability,Software_accuracy,Software_stability,Cloud_platform_type,Computing_Tier,Programming_language_used,DB_used,Open_source_tool_used,Degree_of_software_reuse,Increase_in_productivity,Change_in_waiting_time,Change_avg_wait_time,Change_avg_call_duration,Change_in_revenue,Annual_outsourcing_cost,Total_benefits,ROI
745,745,Company_1,2022-05-03,2025-09-02,4.0,3.6,1,1216.8,332.0,58.956460605950745,Voice Bots,Scrum,44620.799999999996,7.0,12551.70588757258,2.0,2171.0,3331.0,7.48,1637.1024,454.8,58075.80493150685,5.0,6.0,8.0,7.0,4.0,9.0,25.6,8,5.48,80,67.244,75,AWS,T3,ASP.Net,PLSQL,T5,6,1,92,92,86,52,252494.97868268902,189923.70861479364,2.270272514324768
746,746,Company_6,2019-04-07,2019-07-12,4.0,5.6,6,94.8,209.0,43.64047914005079,button-based,Scrum,23408.0,6.0,8103.728969851171,2.0,2113.0,3533.0,7.48,1355.1024,350.8,35395.78191780822,3.0,10.0,8.0,7.0,6.0,7.0,21.6,8,4.48,85,92.244,80,Azure,T1,Python,Oracle,T1,6,77,-83,-83,88,-82,225986.61408327898,170136.96380264134,3.8067016628623347
747,747,Company_7,2021-01-23,2023-02-15,5.0,5.0,7,751.5,367.0,21.538662062998814,Keyword recognition-based,Agile,16441.6,7.0,6190.91809225336,2.0,2308.0,3145.0,7.6,1363.088,528.0,62086.74739726027,3.0,6.0,4.0,6.0,5.0,7.0,10.0,8,2.6,85,87.28,70,Azure,T2,R,MySQL,T3,6,80,-91,-91,49,-73,264329.18302358757,241351.3385434249,2.887324568625657
748,748,Company_6,2021-03-27,2023-06-21,4.0,5.6,6,814.8,60.0,54.58775422065363,button-based,Extreme Programming,6720.0,6.0,2137.1072434471694,2.0,2217.0,2787.0,7.48,1693.1024,514.8,9968.153424657532,3.0,8.0,5.0,9.0,7.0,6.0,21.6,8,4.48,85,92.244,80,Oracle,T1,Python,Oracle,T1,6,59,-26,-26,44,-63,362332.6344306192,78312.01144585556,6.856220516443954
749,749,Company_6,2022-06-28,2025-12-23,4.0,5.6,6,1272.8,504.0,58.613921278116734,Voice Bots,Waterfall,56448.0,6.0,16638.983212257743,2.0,2363.0,3184.0,7.48,1131.1024,489.8,83222.13698630137,3.0,6.0,9.0,7.0,5.0,7.0,21.6,8,4.48,80,67.244,75,Azure,T5,ASP.Net,PLSQL,T5,6,22,66,66,-19,74,315931.1171377099,321803.7020944618,2.866804119046255
750,750,Company_7,2020-03-13,2021-05-24,4.0,4.6,7,435.8,319.0,30.396807674297882,Linguistic Based,Agile,14291.199999999999,6.0,3161.7351062795424,2.0,1867.0,4194.0,7.48,1535.1024,528.8,59700.019726027385,1.0,9.0,8.0,6.0,9.0,10.0,9.6,8,2.48,90,74.244,82,AWS,T4,Python,MySQL,T2,7,28,-100,-100,44,-81,281889.06987877545,274850.1422113022,3.6038534572121073
751,751,Company_1,2022-02-12,2025-03-26,4.0,3.6,1,1136.8,424.0,37.52942989968962,Keyword recognition-based,Lean,56985.6,5.0,14403.872511849671,2.0,2334.0,3525.0,7.48,1289.1024,552.8,75213.18575342465,3.0,5.0,7.0,5.0,9.0,9.0,25.6,8,5.48,85,87.244,70,IBM,T3,R,MySQL,T3,6,72,-66,-66,1,20,288192.31326564273,389903.25594475033,4.183974751754176
752,752,Company_5,2019-08-12,2020-03-22,5.0,7.0,5,221.5,117.0,28.800324399209345,Hybrid model,Waterfall,28828.8,8.0,9271.629284032222,2.0,1301.0,3341.0,7.6,1699.088,543.0,18554.725479452052,1.0,6.0,7.0,5.0,8.0,4.0,46.0,8,5.6,75,92.28,95,Salesforce,T5,Java,Oracle,T4,5,29,-31,-31,-3,-85,304463.97871609055,129025.59335665552,5.953786166200171
753,753,Company_7,2020-07-06,2022-01-09,4.0,4.6,7,550.8,191.0,61.6974421843949,Machine Learning chatbot,Waterfall,8556.8,5.0,1919.7757156128441,2.0,1610.0,3760.0,7.48,1377.1024,586.8,32268.220273972594,4.0,7.0,6.0,4.0,6.0,4.0,9.6,8,2.48,95,87.244,75,Azure,T3,Java,MongoDB,T3,4,42,25,25,-21,26,336394.61084731994,160213.41620965305,3.96505276241964
754,754,Company_6,2019-09-14,2020-05-27,5.0,6.0,6,254.5,243.0,41.51578455692331,Hybrid model,Feature-Driven,27216.0,4.0,6662.604024354015,2.0,1993.0,3136.0,7.6,1609.088,565.0,40879.923287671234,2.0,7.0,7.0,7.0,9.0,7.0,22.0,8,4.6,75,92.28,95,IBM,T2,Java,Oracle,T4,5,91,77,77,-100,-28,193784.7187746113,159042.05603162482,2.8904685537800288
755,755,Company_6,2020-06-03,2021-11-04,4.0,5.6,6,517.8,23.0,40.254307329786144,Keyword recognition-based,Extreme Programming,2576.0,6.0,732.5353017173355,2.0,1979.0,3006.0,7.48,1017.1024,564.8,3479.717260273973,2.0,7.0,10.0,9.0,6.0,9.0,21.6,8,4.48,85,87.244,70,IBM,T5,R,MySQL,T3,6,87,-20,-20,-97,-56,279611.5410304692,18947.513322662016,4.445130137145165
756,756,Company_7,2022-07-22,2026-02-09,3.0,4.2,7,1297.1,267.0,89.81281579217902,button-based,Lean,11961.599999999999,7.0,3140.999171673672,2.0,1729.0,3255.0,7.36,1713.1168,514.6,44358.282739726026,5.0,5.0,7.0,8.0,4.0,8.0,9.2,8,2.36,85,92.208,80,GCP,T2,Python,Oracle,T1,6,38,-32,-32,12,74,379354.90740115027,312174.71004933433,6.03757428755824
757,757,Company_3,2021-02-24,2023-04-20,4.0,5.6,3,783.8,469.0,39.358856254899294,button-based,Lean,31516.8,7.0,7974.059645094839,1.0,2486.0,3451.0,7.48,1128.1024,543.8,82202.7221917808,3.0,7.0,9.0,7.0,2.0,8.0,13.6,8,3.48,85,92.244,80,AWS,T3,Python,Oracle,T1,6,49,43,43,28,83,257002.27585195634,404704.8219492879,3.9232532835725613
758,758,Company_7,2019-01-26,2019-02-20,5.0,5.0,7,23.5,155.0,32.01339816213938,button-based,Extreme Programming,6944.0,6.0,1928.4918496893201,2.0,2135.0,3042.0,7.6,1255.088,437.0,24527.539726027393,2.0,6.0,5.0,6.0,10.0,8.0,10.0,8,2.6,85,92.28,80,GCP,T5,Python,Oracle,T1,6,19,-5,-5,-95,18,291067.55177593615,141838.50994201325,4.782826631873777
759,759,Company_7,2022-01-24,2025-02-16,4.0,4.6,7,1117.8,184.0,28.134749051963613,Machine Learning chatbot,Extreme Programming,8243.199999999999,6.0,2820.152724688965,2.0,2817.0,4246.0,7.48,1522.1024,343.8,37839.675616438355,3.0,7.0,9.0,7.0,5.0,7.0,9.6,8,2.48,95,87.244,75,Salesforce,T2,Java,MongoDB,T3,4,82,54,54,-31,-100,282969.23498010647,129829.54279979138,2.4310427001491175
760,760,Company_4,2019-03-13,2019-05-23,4.0,3.6,4,69.8,331.0,17.889882489409665,Machine Learning chatbot,Feature-Driven,25950.399999999998,6.0,7131.266773109637,2.0,1935.0,3603.0,7.48,1895.1024,499.8,60483.221917808216,2.0,7.0,5.0,8.0,7.0,9.0,15.6,8,1.48,95,87.244,75,Azure,T5,Java,MongoDB,T3,4,4,-84,-84,71,5,222437.16110066127,165580.73821617532,1.7376309159122854
761,761,Company_5,2021-12-24,2024-12-16,3.0,6.2,5,1087.1,83.0,50.08274846272767,Keyword recognition-based,Lean,20451.199999999997,6.0,5870.184419347225,2.0,2670.0,3481.0,7.36,1226.1168,441.6,14948.732054794522,3.0,9.0,6.0,6.0,6.0,10.0,45.2,8,5.36,85,87.208,70,AWS,T5,R,MySQL,T3,6,16,33,33,82,44,308930.272480716,81024.83000361646,4.420180768952192
762,762,Company_3,2022-07-12,2026-01-20,3.0,5.2,3,1287.1,234.0,32.39412037962093,Machine Learning chatbot,Extreme Programming,15724.8,6.0,4009.2752391509493,2.0,1799.0,3822.0,7.36,852.1168,657.6,38439.59671232877,2.0,6.0,7.0,4.0,7.0,9.0,13.2,8,3.36,95,87.208,75,Oracle,T5,Java,MongoDB,T3,4,6,-9,-9,-58,-97,311905.112667274,197589.93725276634,4.140270818434292
763,763,Company_7,2019-05-15,2019-09-26,4.0,4.6,7,132.8,629.0,56.19872288424362,Linguistic Based,Feature-Driven,28179.199999999997,4.0,10471.353819697622,2.0,2053.0,3310.0,7.48,1456.1024,637.8,108046.00109589039,3.0,8.0,8.0,7.0,6.0,9.0,9.6,8,2.48,90,74.244,82,Oracle,T5,Python,MySQL,T2,7,35,-3,-3,-78,-43,339058.9652827674,651857.8863543434,5.0331514331180305
764,764,Company_4,2021-10-09,2024-07-17,3.0,3.2,4,1011.1,294.0,27.668644430750177,Hybrid model,Waterfall,23049.6,5.0,8059.859893560412,2.0,2814.0,3375.0,7.36,1090.1168,545.6,52991.52657534246,3.0,10.0,8.0,6.0,8.0,5.0,15.2,8,1.3599999999999999,75,92.208,95,Oracle,T4,Java,Oracle,T4,5,64,43,43,64,-78,251375.05444554094,190800.96631241794,2.6005938806299596
765,765,Company_4,2020-07-18,2022-02-02,5.0,4.0,4,562.5,554.0,17.51909020303944,Machine Learning chatbot,Lean,43433.6,6.0,12995.99991914009,2.0,1449.0,3613.0,7.6,1679.088,537.0,92880.75616438355,3.0,9.0,9.0,8.0,7.0,5.0,16.0,8,1.6,95,87.28,75,Oracle,T3,Java,MongoDB,T3,4,100,-12,-12,-74,-28,250706.3753952629,316650.4926494258,2.4092152747874587
766,766,Company_6,2021-08-02,2024-03-03,3.0,5.2,6,943.1,218.0,29.276486599789337,Machine Learning chatbot,Waterfall,24416.0,6.0,7580.022268568082,2.0,2325.0,3480.0,7.36,1741.1168,433.6,40070.66958904109,5.0,11.0,10.0,9.0,8.0,6.0,21.2,8,4.36,95,87.208,75,Azure,T3,Java,MongoDB,T3,4,93,99,99,-5,24,254761.91174293097,163940.49818422395,3.0912842202432262
767,767,Company_3,2019-11-10,2020-09-18,3.0,5.2,3,312.1,110.0,30.42361008231242,Keyword recognition-based,Feature-Driven,7391.999999999999,7.0,2137.3305407798234,2.0,1976.0,3255.0,7.36,1834.1168,464.6,19079.967123287668,3.0,6.0,6.0,7.0,9.0,7.0,13.2,8,3.36,85,87.208,70,Salesforce,T5,R,MySQL,T3,6,41,5,5,-2,13,352883.8861228997,103669.50080200561,4.4334213540375496
768,768,Company_7,2021-06-04,2023-11-06,4.0,4.6,7,883.8,708.0,15.242734360063265,button-based,Lean,31718.399999999998,7.0,12529.755153588105,2.0,1697.0,3785.0,7.48,1667.1024,510.8,124923.78739726025,3.0,7.0,11.0,8.0,6.0,7.0,9.6,8,2.48,85,92.244,80,Salesforce,T1,Python,Oracle,T1,6,88,81,81,-14,51,263891.3142060963,581613.5130315478,3.655746716852289
769,769,Company_6,2020-10-08,2022-07-16,4.0,5.6,6,644.8,163.0,21.234965768458405,Linguistic Based,Agile,18256.0,6.0,6497.152397700515,2.0,2460.0,3721.0,7.48,1548.1024,420.8,30598.806575342463,3.0,6.0,5.0,8.0,6.0,7.0,21.6,8,4.48,90,74.244,82,AWS,T1,Python,MySQL,T2,7,96,50,50,-49,-27,245625.45441930415,141961.2289360883,3.6394367893578368
770,770,Company_1,2021-03-07,2023-05-12,5.0,4.0,1,794.5,132.0,33.29167972438941,Linguistic Based,Agile,17740.8,5.0,7105.07362703493,2.0,1328.0,3459.0,7.6,1804.088,553.0,21723.366575342465,3.0,6.0,5.0,5.0,3.0,7.0,26.0,8,5.6,90,74.28,82,Oracle,T1,Python,MySQL,T2,7,62,93,93,69,43,284577.8854170548,143544.19185758414,5.607824406946058
771,771,Company_4,2019-05-20,2019-10-06,5.0,4.0,4,137.5,661.0,28.306697301248764,Keyword recognition-based,Feature-Driven,51822.399999999994,7.0,10843.210489348932,2.0,1200.0,3744.0,7.6,1552.088,497.0,106484.38356164383,3.0,6.0,8.0,6.0,10.0,13.0,16.0,8,1.6,85,87.28,70,Salesforce,T5,R,MySQL,T3,6,70,13,13,-30,-100,252261.73340271387,374061.36651966575,2.512828398007503
772,772,Company_4,2021-12-04,2024-11-06,4.0,3.6,4,1066.8,689.0,28.857909719900217,button-based,Lean,54017.6,6.0,17246.155998668328,2.0,2236.0,3654.0,7.48,1811.1024,458.8,129499.5320547945,3.0,5.0,6.0,8.0,4.0,5.0,15.6,8,1.48,85,92.244,80,AWS,T5,Python,Oracle,T1,6,85,81,81,-82,-4,288123.3861819562,569418.2994498558,3.397068394107561
773,773,Company_3,2022-06-11,2025-11-19,4.0,5.6,3,1255.8,734.0,19.41428893956227,button-based,Extreme Programming,49324.799999999996,5.0,12569.015350151078,2.0,1879.0,3575.0,7.48,1904.1024,501.8,132889.79506849314,3.0,10.0,6.0,4.0,7.0,5.0,13.6,8,3.48,85,92.244,80,Azure,T2,Python,Oracle,T1,6,61,-47,-47,1,50,326629.7369436293,804971.2101375437,5.057434355457099
774,774,Company_3,2019-05-14,2019-09-24,4.0,5.6,3,131.8,2.0,54.95438882539547,Machine Learning chatbot,Feature-Driven,134.39999999999998,6.0,37.73253267989824,2.0,1872.0,3721.0,7.48,1515.1024,518.8,351.3731506849315,2.0,7.0,7.0,7.0,4.0,7.0,13.6,8,3.48,95,87.244,75,IBM,T4,Java,MongoDB,T3,4,48,-86,-86,-40,-8,257577.89621836948,1410.5785859777816,3.0144745926891154
775,775,Company_3,2022-12-21,2026-12-10,4.0,5.6,3,1448.8,663.0,66.54108262242887,Machine Learning chatbot,Scrum,44553.6,6.0,12822.639635830052,2.0,2693.0,3431.0,7.48,1512.1024,317.8,121469.59232876712,4.0,8.0,4.0,11.0,4.0,7.0,13.6,8,3.48,95,87.244,75,Salesforce,T1,Java,MongoDB,T3,4,96,-78,-78,49,-16,314839.3287928666,571559.1811505165,3.705368398730985
776,776,Company_3,2020-06-04,2021-11-06,4.0,5.6,3,518.8,292.0,15.663574487014943,Linguistic Based,Lean,19622.399999999998,6.0,5407.300202127197,2.0,1807.0,3866.0,7.48,1421.1024,504.8,51112.32,3.0,8.0,7.0,7.0,6.0,5.0,13.6,8,3.48,90,74.244,82,IBM,T4,Python,MySQL,T2,7,21,94,94,-41,-50,353986.0397904037,341218.4746812168,5.675855736566386
777,777,Company_4,2020-10-10,2022-07-20,2.0,2.8,4,647.4,118.0,40.340930972164045,Voice Bots,Scrum,9251.199999999999,6.0,3443.982260094421,2.0,2884.0,3273.0,7.24,1969.1312,541.4,23557.972602739726,4.0,6.0,11.0,5.0,8.0,7.0,14.8,8,1.24,80,67.172,75,Salesforce,T5,ASP.Net,PLSQL,T5,6,43,-100,-100,86,47,261408.44234431593,37796.18639078642,0.604390455331068
778,778,Company_6,2020-01-05,2021-01-08,5.0,6.0,6,367.5,37.0,37.1333721865757,Linguistic Based,Scrum,4144.0,6.0,1216.3817747687137,2.0,2581.0,3286.0,7.6,1427.088,446.0,6596.623561643835,3.0,6.0,8.0,6.0,6.0,7.0,22.0,8,4.6,90,74.28,82,AWS,T5,Python,MySQL,T2,7,57,-26,-26,63,-22,319574.5068062596,42291.54034266038,5.411088937765854
779,779,Company_1,2022-09-10,2026-05-20,4.0,3.6,1,1346.8,496.0,22.55281066485893,Voice Bots,Waterfall,66662.4,6.0,23021.298990711333,2.0,2098.0,3420.0,7.48,1686.1024,511.8,88156.45808219178,2.0,6.0,8.0,3.0,10.0,5.0,25.6,8,5.48,80,67.244,75,Oracle,T2,ASP.Net,PLSQL,T5,6,99,-47,-47,-45,-5,325457.8828489688,365733.5689849839,3.148687197074047
780,780,Company_4,2021-02-16,2023-04-04,5.0,4.0,4,775.5,380.0,48.79137765329773,button-based,Waterfall,29791.999999999996,6.0,9280.587314261364,1.0,1159.0,3368.0,7.6,1540.088,492.0,57421.019178082184,3.0,9.0,7.0,8.0,9.0,5.0,16.0,8,1.6,85,92.28,80,Azure,T3,Python,Oracle,T1,6,45,-91,-91,57,-61,265677.6149838833,292704.1643960022,4.097509040865796
781,781,Company_4,2019-09-15,2020-05-29,3.0,3.2,4,256.1,192.0,32.227211229579396,Hybrid model,Agile,15052.8,6.0,3275.3266441980104,2.0,1462.0,3884.0,7.36,1496.1168,584.6,32848.09643835616,4.0,7.0,6.0,8.0,8.0,6.0,15.2,8,1.3599999999999999,75,92.208,95,IBM,T2,Java,Oracle,T4,5,34,-8,-8,79,-48,277950.7100068313,137778.06409565132,3.1944002555585
782,782,Company_6,2020-12-20,2022-12-09,4.0,5.6,6,717.8,396.0,49.63601264415732,Keyword recognition-based,Scrum,44352.0,7.0,7263.619738326038,2.0,1837.0,3772.0,7.48,1500.1024,499.8,69407.84219178082,2.0,7.0,11.0,10.0,7.0,6.0,21.6,8,4.48,85,87.244,70,IBM,T2,R,MySQL,T3,6,70,60,60,-81,50,333370.90958811145,388948.56897628243,4.603813008645027
783,783,Company_6,2020-07-06,2022-01-09,4.0,5.6,6,550.8,654.0,24.10554331710267,Hybrid model,Scrum,73248.0,6.0,13902.246131548287,2.0,2720.0,3542.0,7.48,1332.1024,459.8,121325.77972602738,4.0,9.0,5.0,6.0,7.0,9.0,21.6,8,4.48,75,92.244,95,AWS,T4,Java,Oracle,T4,5,44,27,27,56,-36,361593.42613941274,791389.1528940923,5.522844153000071
784,784,Company_4,2022-09-29,2026-06-27,4.0,3.6,4,1365.8,204.0,27.582720160260678,Hybrid model,Agile,15993.599999999999,5.0,5284.547665519092,2.0,2373.0,3545.0,7.48,1669.1024,452.8,37779.01150684932,3.0,10.0,9.0,6.0,7.0,7.0,15.6,8,1.48,75,92.244,95,AWS,T4,Java,Oracle,T4,5,18,99,99,1,6,348517.6213582618,185753.3042778663,3.9168386590578024
785,785,Company_7,2021-07-01,2023-12-30,3.0,4.2,7,911.1,623.0,18.20123374196854,Voice Bots,Feature-Driven,27910.399999999998,5.0,9280.991706897803,2.0,1476.0,3319.0,7.36,1585.1168,624.6,100534.79013698631,2.0,7.0,5.0,6.0,9.0,5.0,9.2,8,2.36,80,67.208,75,IBM,T2,ASP.Net,PLSQL,T5,6,92,-93,-93,90,82,236691.36556402122,221313.49438158917,1.2013622754872486
786,786,Company_7,2021-09-05,2024-05-10,3.0,4.2,7,977.1,190.0,24.880591825773642,Voice Bots,Extreme Programming,8512.0,5.0,2595.1928405726107,2.0,2166.0,3362.0,7.36,1474.1168,530.6,32969.42465753424,2.0,4.0,3.0,8.0,8.0,6.0,9.2,8,2.36,80,67.208,75,GCP,T2,ASP.Net,PLSQL,T5,6,47,-100,-100,17,49,337469.84684005263,96233.43962408743,1.9188692439646795
787,787,Company_1,2020-07-25,2022-02-16,5.0,4.0,1,569.5,21.0,39.17793050907107,Keyword recognition-based,Agile,2822.3999999999996,6.0,675.9144433523171,2.0,1726.0,3746.0,7.6,1669.088,491.0,3691.834520547945,3.0,5.0,6.0,6.0,6.0,5.0,26.0,8,5.6,85,87.28,70,Oracle,T4,R,MySQL,T3,6,43,-92,-92,-9,67,406128.9123248595,27477.68079414358,6.442825684956573
788,788,Company_7,2021-03-13,2023-05-24,3.0,4.2,7,801.1,212.0,32.67322126552398,Linguistic Based,Feature-Driven,9497.599999999999,7.0,3010.76081896982,1.0,1561.0,4234.0,7.36,1103.1168,476.6,36016.070136986295,3.0,7.0,6.0,4.0,7.0,4.0,9.2,8,2.36,90,74.208,82,Oracle,T5,Python,MySQL,T2,7,10,97,97,16,99,354343.62237167725,227285.45837102455,5.3106679186971135
789,789,Company_5,2020-06-02,2021-11-02,3.0,6.2,5,517.1,597.0,18.037931239932995,Hybrid model,Waterfall,147100.8,6.0,33314.120278448376,2.0,1187.0,3043.0,7.36,1596.1168,556.6,87793.34794520547,4.0,6.0,4.0,6.0,5.0,9.0,45.2,8,5.36,75,92.208,95,Salesforce,T5,Java,Oracle,T4,5,5,6,6,64,36,267945.89319973474,569503.5599812655,5.48686458952118
790,790,Company_4,2021-08-17,2024-04-02,5.0,4.0,4,957.5,186.0,24.118613514193616,Voice Bots,Lean,14582.4,6.0,3200.4061272118997,2.0,1603.0,3720.0,7.6,1698.088,463.0,32065.584657534244,3.0,8.0,7.0,5.0,1.0,9.0,16.0,8,1.6,80,67.28,75,Oracle,T1,ASP.Net,PLSQL,T5,6,60,75,75,-47,82,290918.8221550493,71322.17808326131,1.2242593997581517
791,791,Company_4,2021-04-07,2023-07-13,3.0,3.2,4,826.1,311.0,29.287484201908086,Hybrid model,Scrum,24382.399999999998,7.0,7511.341445627316,2.0,1589.0,3740.0,7.36,1467.1168,385.6,51453.544109589035,3.0,9.0,7.0,5.0,8.0,7.0,15.2,8,1.3599999999999999,75,92.208,95,Salesforce,T1,Java,Oracle,T4,5,59,79,79,52,-16,161858.21942462365,129958.95462962128,1.52575321833665
792,792,Company_5,2022-10-18,2026-08-04,3.0,6.2,5,1385.1,88.0,48.683261932073165,Keyword recognition-based,Lean,21683.199999999997,6.0,5381.370841019964,1.0,3008.0,4216.0,7.36,1291.1168,502.6,18277.479452054795,4.0,7.0,7.0,9.0,7.0,9.0,45.2,8,5.36,85,87.208,70,Salesforce,T5,R,MySQL,T3,6,7,13,13,50,-6,373320.13083535444,103811.06588076723,4.679725486935047
793,793,Company_3,2019-06-11,2019-11-19,5.0,6.0,3,159.5,118.0,33.803075892175535,Machine Learning chatbot,Lean,7929.599999999999,6.0,2421.0966429503883,2.0,2009.0,3339.0,7.6,1642.088,529.0,20437.729315068493,2.0,9.0,5.0,8.0,7.0,6.0,14.0,8,3.6,95,87.28,75,GCP,T1,Java,MongoDB,T3,4,51,16,16,2,62,303392.352407315,99133.89644119253,3.8505337805850224
794,794,Company_2,2019-12-27,2020-12-21,3.0,6.2,2,359.1,650.0,60.55833779242423,Hybrid model,Waterfall,21840.0,6.0,6027.2160623467935,2.0,1239.0,3363.0,7.36,1823.1168,499.6,103695.12328767123,1.0,11.0,3.0,5.0,4.0,6.0,7.2,8,2.36,75,92.208,95,AWS,T2,Java,Oracle,T4,5,61,60,60,-22,72,289642.06918700336,532109.3774460816,4.131479288277643
795,795,Company_5,2020-07-27,2022-02-20,4.0,6.6,5,571.8,433.0,16.226849622881968,Voice Bots,Scrum,106691.2,7.0,34645.763426720216,2.0,1774.0,2719.0,7.48,1290.1024,537.8,63058.08657534245,1.0,8.0,9.0,7.0,8.0,6.0,45.6,8,5.48,80,67.244,75,IBM,T1,ASP.Net,PLSQL,T5,6,38,73,73,-98,12,248650.76319007328,243930.4660273271,2.868345509277013
796,796,Company_2,2022-01-07,2025-01-13,3.0,6.2,2,1101.1,187.0,37.389220415004075,Keyword recognition-based,Feature-Driven,6283.2,7.0,2344.558386250341,2.0,2199.0,3547.0,7.36,1452.1168,414.6,32793.139726027395,4.0,4.0,8.0,4.0,7.0,6.0,7.2,8,2.36,85,87.208,70,Oracle,T1,R,MySQL,T3,6,48,-58,-58,-12,-78,325693.5826373266,147760.29214851616,3.505829371112067
797,797,Company_6,2021-03-12,2023-05-22,4.0,5.6,6,799.8,504.0,40.53450697046321,Linguistic Based,Lean,56448.0,6.0,16133.38273806854,2.0,2480.0,3427.0,7.48,1271.1024,535.8,89555.138630137,2.0,5.0,6.0,6.0,8.0,7.0,21.6,8,4.48,90,74.244,82,Azure,T1,Python,MySQL,T2,7,1,98,98,-31,-64,200980.08059370675,359163.6092960889,3.010530437336888
798,798,Company_5,2019-01-02,2019-01-03,5.0,7.0,5,-0.5,90.0,22.46166811063176,Linguistic Based,Waterfall,22176.0,6.0,8435.825796240606,2.0,1683.0,3550.0,7.6,1590.088,421.0,15018.509589041094,3.0,9.0,6.0,9.0,11.0,9.0,46.0,8,5.6,90,74.28,82,AWS,T1,Python,MySQL,T2,7,81,22,22,-37,-60,263785.05607998,90720.04211274795,5.040548935624462
799,799,Company_6,2020-04-24,2021-08-16,4.0,5.6,6,477.8,249.0,41.0121719661895,Voice Bots,Waterfall,27888.0,6.0,8198.1910465048,2.0,2321.0,3395.0,7.48,1468.1024,490.8,44021.016986301365,3.0,3.0,7.0,11.0,7.0,5.0,21.6,8,4.48,80,67.244,75,AWS,T1,ASP.Net,PLSQL,T5,6,64,65,65,-37,-79,326245.9393770782,164177.0918103128,2.729516105032332
800,800,Company_4,2020-09-19,2022-06-08,4.0,3.6,4,625.8,266.0,53.684948276588955,Machine Learning chatbot,Extreme Programming,20854.399999999998,7.0,7555.266966804544,2.0,2975.0,3844.0,7.48,1350.1024,510.8,53178.72,2.0,5.0,6.0,7.0,6.0,3.0,15.6,8,1.48,95,87.244,75,Salesforce,T4,Java,MongoDB,T3,4,89,-54,-54,-66,69,329189.8501060669,196925.76889760472,2.703093434697276
801,801,Company_1,2019-07-15,2020-01-26,4.0,3.6,1,193.8,29.0,17.53058203374033,Machine Learning chatbot,Feature-Driven,3897.6,7.0,1485.9732836217386,2.0,1699.0,3677.0,7.48,1575.1024,471.8,4958.761643835616,4.0,6.0,6.0,6.0,6.0,4.0,25.6,8,5.48,95,87.244,75,Azure,T1,Java,MongoDB,T3,4,40,8,8,-71,77,288651.29237860994,27016.168906580482,4.448168483791731
802,802,Company_4,2019-07-12,2020-01-20,3.0,3.2,4,191.1,555.0,43.92651596641703,Hybrid model,Scrum,43512.0,5.0,10367.80809597766,2.0,2165.0,3438.0,7.36,1556.1168,517.6,98144.6794520548,4.0,5.0,6.0,8.0,6.0,7.0,15.2,8,1.3599999999999999,75,92.208,95,GCP,T4,Java,Oracle,T4,5,84,44,44,-48,98,379417.80307230033,543652.9512084365,4.539301307454159
803,803,Company_3,2020-03-24,2021-06-15,2.0,4.8,3,447.4,138.0,50.558493496050595,Keyword recognition-based,Scrum,9273.599999999999,6.0,2681.275880105656,2.0,1438.0,3351.0,7.24,1519.1312,347.4,21160.957808219177,3.0,9.0,5.0,6.0,10.0,7.0,12.8,8,3.24,85,87.172,70,GCP,T4,R,MySQL,T3,6,4,71,71,-71,28,252662.60499671797,92042.63191489445,3.3496439409346563
804,804,Company_4,2022-10-05,2026-07-09,4.0,3.6,4,1371.8,476.0,33.48635174737759,Linguistic Based,Waterfall,37318.399999999994,4.0,11700.886322374505,2.0,2798.0,2864.0,7.48,1904.1024,521.8,88676.84383561643,4.0,8.0,7.0,5.0,1.0,9.0,15.6,8,1.48,90,74.244,82,Azure,T5,Python,MySQL,T2,7,4,59,59,-36,-34,290001.58131340396,388156.8240514261,3.377206125772438
805,805,Company_7,2019-08-05,2020-03-08,4.0,4.6,7,214.8,146.0,45.21726533527378,Hybrid model,Scrum,6540.799999999999,5.0,1899.8759592197123,2.0,2941.0,4017.0,7.48,1506.1024,493.8,30122.399999999998,2.0,7.0,5.0,7.0,7.0,5.0,9.6,8,2.48,75,92.244,95,AWS,T3,Java,Oracle,T4,5,0,6,6,10,-20,352218.4387004819,146931.98689005413,3.877831344449783
806,806,Company_7,2020-01-20,2021-02-07,4.0,4.6,7,382.8,92.0,17.477800568390425,Keyword recognition-based,Waterfall,4121.599999999999,6.0,1257.1945814230228,1.0,2400.0,2575.0,7.48,1598.1024,483.8,14956.326575342466,4.0,4.0,6.0,11.0,9.0,6.0,9.6,8,2.48,85,87.244,70,Azure,T1,R,MySQL,T3,6,7,74,74,73,-65,387438.98865005036,87578.65620335053,4.855626096566776
